timestep,n_InGeneralWard,n_OffVentInICU,n_OnVentInICU,n_TERMINAL,n_discharged_InGeneralWard,n_discharged_OffVentInICU,n_discharged_OnVentInICU
40.00,2808.30,1091.10,529.40,61.10,255.00,0.00,0.00
41.00,2812.20,1120.00,552.20,60.00,260.00,0.00,0.00
42.00,2868.30,1161.10,559.40,56.10,268.30,0.00,0.00
43.00,2903.30,1176.10,578.30,60.00,267.20,0.00,0.00
44.00,2960.00,1207.20,601.10,61.10,265.00,0.00,0.00
45.00,2946.10,1240.00,630.50,65.00,271.10,0.00,0.00
46.00,3002.20,1257.20,650.50,65.00,292.20,0.00,0.00
47.00,2971.10,1264.90,674.40,66.10,267.20,0.00,0.00
48.00,2991.10,1265.50,692.20,75.00,285.00,0.00,0.00
49.00,3053.30,1286.60,708.30,70.00,276.10,0.00,0.00
50.00,3125.50,1305.00,732.20,71.10,271.10,0.00,0.00
51.00,3181.10,1327.20,745.00,75.00,296.10,0.00,0.00
52.00,3170.00,1347.20,762.20,76.10,275.00,0.00,0.00
53.00,3163.30,1369.40,783.30,80.00,296.10,0.00,0.00
54.00,3136.10,1406.10,792.20,80.00,290.00,0.00,0.00
55.00,3225.00,1422.20,791.10,90.00,290.00,0.00,0.00
56.00,3226.10,1428.30,811.10,85.00,285.00,0.00,0.00
57.00,3239.40,1461.10,840.00,91.10,285.00,0.00,0.00
58.00,3234.40,1460.50,846.10,90.00,301.10,0.00,0.00
59.00,3234.40,1455.50,876.10,90.00,305.00,0.00,0.00
60.00,3186.10,1467.20,872.20,95.00,310.00,0.00,0.00
61.00,3088.30,1466.10,881.10,90.00,281.10,0.00,0.00
62.00,3100.00,1496.10,881.10,100.00,302.20,0.00,0.00
63.00,3156.10,1480.00,895.00,100.00,295.00,0.00,0.00
64.00,3215.50,1471.10,916.10,105.00,291.10,0.00,0.00
65.00,3256.10,1473.30,940.00,96.10,296.10,0.00,0.00
66.00,3255.50,1485.00,938.30,96.10,290.00,0.00,0.00
67.00,3200.00,1496.10,939.40,105.00,297.20,0.00,0.00
68.00,3139.40,1500.00,952.20,105.00,291.10,0.00,0.00
69.00,3114.90,1492.20,957.20,105.00,301.10,0.00,0.00
70.00,3083.30,1508.30,941.10,110.00,291.10,0.00,0.00
71.00,3031.10,1510.00,951.10,101.10,295.00,0.00,0.00
72.00,3040.00,1495.50,970.00,101.10,286.10,0.00,0.00
73.00,3005.50,1493.30,983.30,100.00,301.10,0.00,0.00
74.00,2960.00,1480.00,996.10,105.00,283.30,0.00,0.00
75.00,2865.00,1485.00,963.30,110.00,285.00,0.00,0.00
76.00,2842.20,1466.10,964.40,110.00,276.10,0.00,0.00
77.00,2829.40,1457.20,981.10,110.00,266.10,0.00,0.00
78.00,2799.40,1431.10,965.00,100.00,276.10,0.00,0.00
79.00,2781.10,1445.00,965.00,105.00,260.00,0.00,0.00
80.00,2765.00,1391.60,960.00,106.10,267.20,0.00,0.00
81.00,2687.20,1386.10,956.10,105.00,255.00,0.00,0.00
82.00,2641.10,1381.10,956.10,110.00,255.00,0.00,0.00
83.00,2551.10,1356.10,954.40,100.00,255.00,0.00,0.00
84.00,2512.20,1352.20,955.00,115.00,255.00,0.00,0.00
85.00,2491.10,1321.10,955.00,100.00,245.50,0.00,0.00
86.00,2489.40,1315.00,945.00,101.10,240.00,0.00,0.00
87.00,2471.10,1305.00,936.10,105.00,245.00,0.00,0.00
88.00,2427.70,1288.30,925.00,110.00,230.00,0.00,0.00
89.00,2351.10,1277.20,911.10,105.00,240.00,0.00,0.00
90.00,2261.10,1260.00,895.00,111.10,236.10,0.00,0.00
91.00,2221.10,1241.10,892.20,100.00,225.00,0.00,0.00
92.00,2150.00,1222.20,885.00,105.00,216.10,0.00,0.00
