timestep,n_InGeneralWard,n_OffVentInICU,n_OnVentInICU,n_TERMINAL,n_discharged_InGeneralWard,n_discharged_OffVentInICU,n_discharged_OnVentInICU
0.00,69.88,32.30,34.79,18.34,31.41,0.00,0.00
0.00,68.39,32.69,34.62,19.24,31.70,0.00,0.00
0.00,67.11,31.62,33.79,18.86,31.49,0.00,0.00
0.00,69.00,32.29,34.26,18.68,31.87,0.00,0.00
0.00,69.25,32.45,34.55,18.61,30.85,0.00,0.00
0.00,67.91,31.43,34.65,18.45,30.91,0.00,0.00
0.00,67.47,31.58,34.99,18.47,31.16,0.00,0.00
0.00,67.92,32.28,34.25,18.19,32.51,0.00,0.00
0.00,68.65,32.67,33.90,18.18,30.63,0.00,0.00
0.00,68.75,32.14,34.47,18.28,31.06,0.00,0.00
0.00,68.77,32.54,33.79,18.31,31.94,0.00,0.00
0.00,67.56,32.08,33.94,18.10,30.89,0.00,0.00
0.00,67.98,31.51,34.56,18.91,30.55,0.00,0.00
0.00,66.39,31.19,33.92,19.19,30.97,0.00,0.00
0.00,65.80,30.60,34.20,18.08,29.88,0.00,0.00
0.00,65.14,30.79,34.05,17.82,29.31,0.00,0.00
0.00,65.35,30.01,33.68,18.42,29.32,0.00,0.00
0.00,63.74,30.22,33.42,17.55,29.10,0.00,0.00
0.00,63.38,29.73,33.06,17.53,28.65,0.00,0.00
0.00,62.40,28.53,32.46,17.12,28.31,0.00,0.00
0.00,61.09,28.50,32.35,17.00,28.11,0.00,0.00
0.00,60.29,28.90,31.70,16.95,27.34,0.00,0.00
0.00,58.65,27.78,31.02,16.41,27.72,0.00,0.00
0.00,56.61,27.68,31.96,16.12,28.08,0.00,0.00
0.00,57.30,27.77,31.29,16.31,26.78,0.00,0.00
0.00,58.07,27.70,30.63,16.31,27.94,0.00,0.00
0.00,56.76,27.57,30.13,16.36,26.77,0.00,0.00
0.00,55.95,26.00,29.53,15.96,26.27,0.00,0.00
0.00,54.96,25.73,29.21,15.47,25.90,0.00,0.00
0.00,53.63,26.34,28.53,15.30,26.36,0.00,0.00
0.00,54.91,25.74,28.33,15.30,24.98,0.00,0.00
0.00,54.69,25.67,28.17,15.46,25.83,0.00,0.00
0.00,55.02,25.38,28.05,15.17,25.82,0.00,0.00
0.00,53.93,25.32,27.69,14.90,25.14,0.00,0.00
