timestep,n_InGeneralWard,n_OffVentInICU,n_OnVentInICU,n_TERMINAL,n_discharged_InGeneralWard,n_discharged_OffVentInICU,n_discharged_OnVentInICU
42.00,2524.90,405.00,144.95,0.00,130.00,0.00,0.00
43.00,2569.90,419.90,154.95,4.95,134.90,0.00,0.00
44.00,2604.80,430.00,159.95,0.00,130.00,0.00,0.00
45.00,2585.00,429.90,170.00,0.00,135.00,0.00,0.00
46.00,2634.65,420.00,180.00,0.00,145.00,0.00,0.00
47.00,2614.75,415.00,205.00,4.95,149.95,0.00,0.00
48.00,2584.85,434.90,209.95,5.00,135.00,0.00,0.00
49.00,2694.45,424.90,224.90,0.00,149.95,0.00,0.00
50.00,2769.90,429.85,219.95,4.95,149.85,0.00,0.00
51.00,2749.90,424.90,235.00,5.00,144.90,0.00,0.00
52.00,2774.95,454.95,239.95,5.00,149.90,0.00,0.00
53.00,2779.95,454.95,234.95,4.95,154.85,0.00,0.00
54.00,2734.90,475.00,239.95,5.00,150.00,0.00,0.00
55.00,2805.00,474.95,244.95,5.00,149.90,0.00,0.00
56.00,2814.70,475.00,254.90,9.95,160.00,0.00,0.00
57.00,2839.80,484.90,250.00,9.95,149.95,0.00,0.00
58.00,2844.95,489.90,230.00,9.95,159.95,0.00,0.00
59.00,2839.95,494.90,244.95,5.00,155.00,0.00,0.00
60.00,2800.00,484.90,244.80,5.00,175.00,0.00,0.00
61.00,2704.80,484.95,244.75,10.00,174.95,0.00,0.00
62.00,2689.90,495.00,230.00,5.00,164.95,0.00,0.00
63.00,2764.90,504.90,254.90,5.00,169.90,0.00,0.00
64.00,2829.90,489.90,254.85,5.00,150.00,0.00,0.00
65.00,2824.95,509.90,259.85,10.00,149.90,0.00,0.00
66.00,2829.95,514.85,259.85,9.95,164.95,0.00,0.00
67.00,2774.90,509.95,244.95,10.00,165.00,0.00,0.00
68.00,2699.95,499.80,244.65,5.00,149.95,0.00,0.00
69.00,2699.85,509.85,244.95,9.95,155.00,0.00,0.00
70.00,2679.50,500.00,259.85,10.00,164.80,0.00,0.00
71.00,2610.00,499.90,289.70,9.95,159.85,0.00,0.00
72.00,2629.85,504.90,279.70,10.00,165.00,0.00,0.00
73.00,2554.90,509.90,284.90,9.95,154.95,0.00,0.00
74.00,2514.40,499.90,274.95,10.00,144.95,0.00,0.00
75.00,2414.90,484.95,289.80,9.95,160.00,0.00,0.00
76.00,2374.90,484.90,274.85,10.00,154.95,0.00,0.00
77.00,2364.90,484.85,269.95,10.00,139.85,0.00,0.00
78.00,2325.00,470.00,269.95,5.00,145.00,0.00,0.00
79.00,2319.75,470.00,259.95,9.95,135.00,0.00,0.00
80.00,2294.90,434.95,260.00,10.00,144.95,0.00,0.00
81.00,2224.85,449.90,264.85,9.95,134.95,0.00,0.00
82.00,2199.90,464.90,259.85,10.00,134.85,0.00,0.00
83.00,2119.70,449.75,255.00,9.95,135.00,0.00,0.00
84.00,2089.95,434.75,249.95,10.00,130.00,0.00,0.00
85.00,2074.95,410.00,240.00,10.00,124.95,0.00,0.00
86.00,2064.95,404.80,255.00,10.00,130.00,0.00,0.00
87.00,2074.90,415.00,244.95,9.95,130.00,0.00,0.00
88.00,2005.00,385.00,244.90,5.00,124.95,0.00,0.00
89.00,1914.90,389.95,239.95,5.00,110.00,0.00,0.00
90.00,1859.90,369.95,229.95,10.00,90.00,0.00,0.00
91.00,1814.95,359.90,234.90,5.00,120.00,0.00,0.00
92.00,1759.95,369.90,219.95,5.00,109.90,0.00,0.00
