timestep,n_InGeneralWard,n_OffVentInICU,n_OnVentInICU,n_TERMINAL,n_discharged_InGeneralWard,n_discharged_OffVentInICU,n_discharged_OnVentInICU
35.00,2572.75,890.00,425.00,45.00,230.00,0.00,0.00
36.00,2650.00,922.75,440.00,45.00,232.75,0.00,0.00
37.00,2682.75,965.00,452.75,50.00,230.00,0.00,0.00
38.00,2757.75,987.75,465.00,50.00,240.00,0.00,0.00
39.00,2805.00,1025.50,477.75,50.00,250.00,0.00,0.00
40.00,2765.50,1057.75,502.75,55.00,250.00,0.00,0.00
41.00,2785.00,1095.00,523.25,55.00,245.00,0.00,0.00
42.00,2830.50,1115.00,535.00,55.00,260.00,0.00,0.00
43.00,2877.75,1155.00,560.00,55.00,255.00,0.00,0.00
44.00,2910.50,1175.00,585.00,57.75,255.00,0.00,0.00
45.00,2927.75,1212.75,605.00,60.00,255.00,0.00,0.00
46.00,2960.50,1233.25,620.00,65.00,267.75,0.00,0.00
47.00,2940.00,1235.00,635.00,60.00,255.00,0.00,0.00
48.00,2953.25,1240.50,662.75,65.00,270.00,0.00,0.00
49.00,3020.00,1255.00,685.00,65.00,270.00,0.00,0.00
50.00,3085.00,1272.75,692.75,65.00,265.00,0.00,0.00
51.00,3147.75,1290.50,727.75,70.00,287.75,0.00,0.00
52.00,3140.00,1315.00,737.75,70.00,262.75,0.00,0.00
53.00,3142.75,1345.50,750.00,70.00,277.75,0.00,0.00
54.00,3112.75,1380.50,777.75,75.00,275.00,0.00,0.00
55.00,3155.00,1372.75,775.00,77.75,282.75,0.00,0.00
56.00,3170.00,1386.00,790.00,80.00,275.00,0.00,0.00
57.00,3195.00,1392.75,807.75,80.00,277.75,0.00,0.00
58.00,3198.25,1412.75,830.00,85.00,285.00,0.00,0.00
59.00,3195.50,1415.00,850.50,80.00,292.75,0.00,0.00
60.00,3160.00,1425.50,857.75,80.00,300.00,0.00,0.00
61.00,3057.75,1435.00,855.00,82.75,275.00,0.00,0.00
62.00,3077.75,1442.75,862.75,95.00,282.75,0.00,0.00
63.00,3140.00,1435.00,875.00,90.00,277.75,0.00,0.00
64.00,3175.00,1457.75,892.75,90.00,280.00,0.00,0.00
65.00,3217.75,1452.75,910.00,90.00,282.75,0.00,0.00
66.00,3212.75,1450.00,912.75,90.00,282.75,0.00,0.00
67.00,3187.75,1455.00,915.50,97.75,280.00,0.00,0.00
68.00,3092.75,1450.00,918.25,95.00,280.00,0.00,0.00
69.00,3065.00,1457.75,920.00,95.00,290.00,0.00,0.00
70.00,3025.00,1465.00,922.75,95.00,275.00,0.00,0.00
71.00,3005.00,1450.50,942.75,95.00,280.00,0.00,0.00
72.00,3015.50,1442.75,945.00,95.00,280.00,0.00,0.00
73.00,2985.50,1437.75,947.75,95.00,280.00,0.00,0.00
74.00,2920.00,1422.75,940.50,95.00,275.00,0.00,0.00
75.00,2847.75,1437.75,940.00,100.00,270.00,0.00,0.00
76.00,2812.75,1427.75,940.00,95.00,270.00,0.00,0.00
77.00,2795.00,1405.00,940.00,100.00,262.75,0.00,0.00
78.00,2775.00,1400.50,945.00,95.00,262.75,0.00,0.00
79.00,2750.00,1397.75,950.50,95.00,250.00,0.00,0.00
80.00,2727.75,1372.75,947.75,100.00,252.75,0.00,0.00
81.00,2645.00,1367.75,937.75,95.00,245.00,0.00,0.00
82.00,2580.50,1350.00,930.50,105.00,242.75,0.00,0.00
83.00,2522.75,1330.50,925.00,95.00,240.00,0.00,0.00
84.00,2487.75,1322.75,930.50,105.00,240.00,0.00,0.00
85.00,2437.75,1297.75,935.50,90.00,232.75,0.00,0.00
86.00,2425.00,1273.25,925.00,95.00,227.75,0.00,0.00
87.00,2425.50,1285.00,915.00,100.00,232.75,0.00,0.00
88.00,2372.75,1267.75,895.00,105.00,220.00,0.00,0.00
89.00,2310.50,1257.75,897.75,95.00,225.00,0.00,0.00
90.00,2247.75,1220.50,885.00,97.75,220.00,0.00,0.00
91.00,2192.75,1193.25,875.50,95.00,215.00,0.00,0.00
92.00,2137.75,1173.25,855.00,95.00,210.00,0.00,0.00
